"מועדון","שם","מפתח","סוג","ממצא","פירוט","עונות במאגר","עונות ויקיפדיה","עונות התאחדות","עונות worldfootball","עמדה מאגר","עמדה ויקיפדיה","עמדה wf","לידה מאגר","לידה ויקיפדיה","לידה wf","תיקון מוצע"
"הפועלdle","רונן זליג","13409","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","רועי חזן","13412","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","רועי חזן","13412","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","רחמים חלייס","13413","עמדה","אין בשום מקור","","02/03-05/06","-","02/03-05/06","-","","","","","","",""
"הפועלdle","רחמים חלייס","13413","שנת לידה","אין בשום מקור","","02/03-05/06","-","02/03-05/06","-","","","","","","",""
"הפועלdle","שגיא זינגר","52","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","שגיא זינגר","52","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","איבה אוגובונה","49984","עמדה","אין בשום מקור","","03/04-06/07","-","03/04-06/07","-","","","","","","",""
"הפועלdle","איבה אוגובונה","49984","שנת לידה","אין בשום מקור","","03/04-06/07","-","03/04-06/07","-","","","","","","",""
"הפועלdle","גיא כוואז","17248","עמדה","אין בשום מקור","","03/04-04/05","-","03/04-04/05","-","","","","","","",""
"הפועלdle","גיא כוואז","17248","שנת לידה","אין בשום מקור","","03/04-04/05","-","03/04-04/05","-","","","","","","",""
"הפועלdle","גיא סלם","17256","עמדה","אין בשום מקור","","03/04-05/06","-","03/04-05/06","-","","","","","","",""
"הפועלdle","גיא סלם","17256","שנת לידה","אין בשום מקור","","03/04-05/06","-","03/04-05/06","-","","","","","","",""
"הפועלdle","יאיר צדק","33339","עמדה","אין בשום מקור","","03/04-04/05","-","03/04-04/05","-","","","","","","",""
"הפועלdle","יאיר צדק","33339","שנת לידה","אין בשום מקור","","03/04-04/05","-","03/04-04/05","-","","","","","","",""
"הפועלdle","יצחק בוחבוט","17235","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","יצחק בוחבוט","17235","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","כפיר אדרי","13274","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","03/04-04/05","03/04-04/05","03/04-04/05","03/04","MF","DF","MF","1976","1976","1976",""
"הפועלdle","פבריציו פאריירה","49873","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","פבריציו פאריירה","49873","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","רובן פאבלו","49874","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","רובן פאבלו","49874","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","רמי אבולבן","13272","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","רמי אבולבן","13272","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","שרון בן מוחה","17238","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","שרון בן מוחה","17238","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"הפועלdle","אילונגו נגאסניה","62177","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","אילונגו נגאסניה","62177","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","ברק בדש","13689","עונות","סתירה","ויקיפדיה מוסיפה 05/06 · המאגר מוסיף 04/05","04/05","05/06","04/05","04/05","MF","FW","MF","1982","1982","1982",""
"הפועלdle","ברק בדש","13689","עמדה","סתירה","מאגר: MF · ויקיפדיה: FW · worldfootball: MF","04/05","05/06","04/05","04/05","MF","FW","MF","1982","1982","1982",""
"הפועלdle","ג'ון פנטסיל","41769","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","04/05-05/06, 12/13","04/05-05/06, 12/13","04/05-05/06","-","DF","","","1981","","",""
"הפועלdle","מבאלה ביסקוט","62176","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","מבאלה ביסקוט","62176","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","משה והבה","37101","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","משה והבה","37101","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","עימנואל איילה","16288","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","עימנואל איילה","16288","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","עמר מנצור","16302","עמדה","אין בשום מקור","","04/05, 07/08","-","04/05, 07/08","-","","","","","","",""
"הפועלdle","עמר מנצור","16302","שנת לידה","אין בשום מקור","","04/05, 07/08","-","04/05, 07/08","-","","","","","","",""
"הפועלdle","רומן פאסיליוק","62181","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","רומן פאסיליוק","62181","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","רוסלו שקורוב","4940","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","רוסלו שקורוב","4940","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"הפועלdle","אדיפימי אוליבאיו","55367","עמדה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"הפועלdle","אדיפימי אוליבאיו","55367","שנת לידה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"הפועלdle","גילי ורמוט","22107","עונות","המאגר קצר מדי","חסרות 14/15","05/06-06/07, 08/09-10/11, 12/13-13/14","05/06-06/07, 08/09-10/11, 12/13-14/15","05/06-06/07, 08/09-09/10, 12/13-13/14","-","MF","","","1985","","","""22107"": { ""spells"": [[2006,2007],[2009,2011],[2013,2015]] }"
"הפועלdle","גילי ורמוט","22107","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","05/06-06/07, 08/09-10/11, 12/13-13/14","05/06-06/07, 08/09-10/11, 12/13-14/15","05/06-06/07, 08/09-09/10, 12/13-13/14","-","MF","","","1985","","",""
"הפועלdle","ואליד באדיר","108","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","05/06-12/13","05/06-12/13","05/06-12/13","06/07-12/13","MF","DF","MF","1974","1974","1974",""
"הפועלdle","חנן אלקיים","16313","עמדה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"הפועלdle","חנן אלקיים","16313","שנת לידה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"הפועלdle","יקיר לוסקי","14637","עמדה","אין בשום מקור","","05/06-06/07","-","05/06-06/07","-","","","","","","",""
"הפועלdle","יקיר לוסקי","14637","שנת לידה","אין בשום מקור","","05/06-06/07","-","05/06-06/07","-","","","","","","",""
"הפועלdle","פליקס אוגבוקה","55456","עמדה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"הפועלdle","פליקס אוגבוקה","55456","שנת לידה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"הפועלdle","איבאן יוליץ","71895","עמדה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"הפועלdle","איבאן יוליץ","71895","שנת לידה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"הפועלdle","ביברס נאתכו","17737","עונות","המאגר קצר מדי","חסרות 09/10","06/07-08/09","06/07-09/10","07/08-08/09","06/07-08/09","MF","MF","MF","1988","1988","1988","""17737"": { ""spells"": [[2007,2010]] }"
"הפועלdle","גל שיש","12924","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 06/07, 15/16 — ייתכן שאלה עונות השאלה","06/07-11/12, 15/16-16/17","07/08-11/12, 16/17","08/09-11/12, 15/16-16/17","06/07-11/12, 15/16-16/17","DF","DF","DF","1989","1989","1989",""
"הפועלdle","דה קטזור","79345","עמדה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"הפועלdle","דה קטזור","79345","שנת לידה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"הפועלdle","דני בונדר","10147","עונות","המאגר קצר מדי","חסרות 04/05-05/06","06/07-10/11","04/05-10/11","06/07-07/08, 09/10-10/11","06/07-10/11","DF","DF","DF","1987","1987","1987","""10147"": { ""spells"": [[2005,2011]] }"
"הפועלdle","מאיר פרץ","4433","עונות","המאגר קצר מדי","חסרות 07/08-08/09","06/07","06/07-08/09","06/07","06/07","DF","DF","DF","1983","1983","1983","""4433"": { ""spells"": [[2007,2009]] }"
"הפועלdle","ניל אברבנאל","31321","עמדה","אין בשום מקור","","06/07, 09/10","-","06/07, 09/10","-","","","","","","",""
"הפועלdle","ניל אברבנאל","31321","שנת לידה","אין בשום מקור","","06/07, 09/10","-","06/07, 09/10","-","","","","","","",""
"הפועלdle","רמי דואני","14650","עונות","המאגר קצר מדי","חסרות 08/09-09/10, 11/12","06/07-07/08, 10/11","06/07-11/12","06/07-07/08, 10/11","06/07-07/08","MF","DF","MF","1987","1987","1987","""14650"": { ""spells"": [[2007,2012]] }"
"הפועלdle","רמי דואני","14650","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","06/07-07/08, 10/11","06/07-11/12","06/07-07/08, 10/11","06/07-07/08","MF","DF","MF","1987","1987","1987",""
"הפועלdle","אומות גוזלסש","14649","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","אומות גוזלסש","14649","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","איתי אלקסלסי","26146","עונות","המאגר קצר מדי","חסרות 08/09-09/10","07/08","07/08-09/10","07/08","-","MF","MF","","1988","1988","","""26146"": { ""spells"": [[2008,2010]] }"
"הפועלdle","אלין טופוזאקוב","92804","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 07/08 — ייתכן שאלה עונות השאלה","07/08-08/09","08/09","07/08-08/09","07/08-08/09","DF","DF","DF","1977","1977","1977",""
"הפועלdle","אליעד דדון","17722","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","אליעד דדון","17722","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","אשר טובי","17732","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","אשר טובי","17732","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","דמיטר טלקיסקי","92809","עמדה","אין בשום מקור","","07/08-08/09","-","07/08-08/09","-","","","","","","",""
"הפועלdle","דמיטר טלקיסקי","92809","שנת לידה","אין בשום מקור","","07/08-08/09","-","07/08-08/09","-","","","","","","",""
"הפועלdle","מאיר אסור","17717","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","מאיר אסור","17717","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","נסומבו מזואה","50519","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","נסומבו מזואה","50519","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","עדי סבג","16304","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","עדי סבג","16304","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"הפועלdle","עומרי קנדה","17226","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 07/08 — ייתכן שאלה עונות השאלה","07/08-11/12","08/09-11/12","07/08-11/12","08/09-11/12","DF","DF","DF","1986","1986","1986",""
"הפועלdle","עידן סרור","29855","עונות","המאגר קצר מדי","חסרות 04/05","07/08-08/09","04/05, 07/08-08/09","07/08","07/08-08/09","MF","MF","MF","1986","1986","1986","""29855"": { ""spells"": [[2005,2005],[2008,2009]] }"
"הפועלdle","ראובן עובד","1774","עונות","המאגר קצר מדי","חסרות 08/09","07/08","07/08-08/09","07/08","07/08","MF","MF","MF","1983","1983","1983","""1774"": { ""spells"": [[2008,2009]] }"
"הפועלdle","רועי דיין","85325","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 16/17 — ייתכן שאלה עונות השאלה","07/08, 16/17","07/08","16/17","07/08, 16/17","FW","FW","FW","1984","1984","1984",""
"הפועלdle","שלומי ארבייטמן","26717","עונות","סתירה","ויקיפדיה מוסיפה 08/09 · המאגר מוסיף 07/08","07/08","08/09","07/08","-","FW","FW","","1985","1985","",""
